Good\172.bmp  1  0 0 128 92
Good\173.bmp  1  0 0 128 92
Good\174.bmp  1  0 0 128 92
Good\175.bmp  1  0 0 128 92
Good\176.bmp  1  0 0 128 92
Good\177.bmp  1  0 0 128 92
Good\178.bmp  1  0 0 128 92
Good\179.bmp  1  0 0 128 92
Good\180.bmp  1  0 0 141 145
Good\181.bmp  1  0 0 141 145
Good\182.bmp  1  0 0 141 145
Good\183.bmp  1  0 0 141 145
Good\184.bmp  1  0 0 141 145
Good\185.bmp  1  0 0 141 145
Good\186.bmp  1  0 0 141 145
Good\187.bmp  1  0 0 141 145
Good\188.bmp  1  0 0 141 145
Good\189.bmp  1  0 0 141 145
Good\190.bmp  1  0 0 91 79
Good\191.bmp  1  0 0 91 79
Good\192.bmp  1  0 0 91 79
Good\193.bmp  1  0 0 91 79
Good\194.bmp  1  0 0 91 79
Good\195.bmp  1  0 0 91 79
Good\196.bmp  1  0 0 91 79
Good\197.bmp  1  0 0 91 79
Good\198.bmp  1  0 0 91 79
Good\199.bmp  1  0 0 91 79
Good\200.bmp  1  0 0 91 79
Good\201.bmp  1  0 0 91 79
Good\202.bmp  1  0 0 91 79
Good\203.bmp  1  0 0 91 79
Good\204.bmp  1  0 0 91 79
Good\205.bmp  1  0 0 91 79
Good\206.bmp  1  0 0 101 117
Good\207.bmp  1  0 0 101 117
Good\208.bmp  1  0 0 101 117
Good\209.bmp  1  0 0 101 117
Good\210.bmp  1  0 0 101 117
Good\211.bmp  1  0 0 101 117
Good\212.bmp  1  0 0 101 117
Good\213.bmp  1  0 0 101 117
Good\214.bmp  1  0 0 101 117
Good\215.bmp  1  0 0 101 117
Good\216.bmp  1  0 0 101 117
Good\217.bmp  1  0 0 101 117
Good\218.bmp  1  0 0 101 117
Good\219.bmp  1  0 0 180 144
Good\220.bmp  1  0 0 180 144
Good\221.bmp  1  0 0 180 144
Good\222.bmp  1  0 0 180 144
Good\223.bmp  1  0 0 180 144
Good\224.bmp  1  0 0 180 144
Good\225.bmp  1  0 0 180 144
Good\226.bmp  1  0 0 180 144
Good\227.bmp  1  0 0 180 144
Good\228.bmp  1  0 0 180 144
Good\229.bmp  1  0 0 180 144
Good\230.bmp  1  0 0 180 144
Good\231.bmp  1  0 0 180 144
Good\232.bmp  1  0 0 180 144
Good\233.bmp  1  0 0 114 112
Good\234.bmp  1  0 0 114 112
Good\235.bmp  1  0 0 114 112
Good\236.bmp  1  0 0 114 112
Good\237.bmp  1  0 0 114 112
Good\238.bmp  1  0 0 114 112
Good\239.bmp  1  0 0 114 112
Good\240.bmp  1  0 0 114 112
Good\241.bmp  1  0 0 114 112
Good\242.bmp  1  0 0 114 112
Good\243.bmp  1  0 0 114 112
Good\244.bmp  1  0 0 114 112
Good\245.bmp  1  0 0 114 112
Good\246.bmp  1  0 0 114 112
Good\247.bmp  1  0 0 114 112
Good\248.bmp  1  0 0 114 112
Good\249.bmp  1  0 0 114 112
